"left","right","level","lower_bound","upper_bound","variance_lower_bound","band_lipschitz","positive","negative","outer","limit_hit","depth_limit_hit","node_limit_hit","variance_unresolved_at_limit","statistical_unresolved_at_limit","reason"
0.62,0.6225,0,0.0716876827342218,0.159569971642067,3.51772199150231,1.7620511446709,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6225,0.625,0,0.0725174580677393,0.161559501885882,3.61137904599584,1.78442566209395,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.625,0.6275,0,0.073357119663351,0.16357488409494,3.70758528652952,1.80709281757868,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6275,0.63,0,0.0742067884411019,0.165616465562652,3.80641139075959,1.83005653507502,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.63,0.6325,0,0.0750665868339691,0.167684598370486,3.90793002640879,1.85332079225467,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6325,0.635,0,0.0759366388071411,0.169779639455317,4.01221590803085,1.87688962125946,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.635,0.6375,0,0.0768170698775464,0.171901950677736,4.1193458554121,1.90076710946033,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6375,0.64,0,0.077708007133634,0.174051898891334,4.22939885365751,1.92495740022701,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.64,0.6425,0,0.0786095792554101,0.176229856012973,4.34245611501048,1.94946469370856,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6425,0.645,0,0.0795219165347326,0.178436199094069,4.45860114245663,1.97429324762503,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.645,0.6475,0,0.0804451508958685,0.18067131039289,4.57791979516371,1.99944737807021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6475,0.65,0,0.0813794159163174,0.182935577447886,4.70050035581119,2.02493146032584,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.65,0.6525,0,0.0823248468479041,0.185229393152068,4.82643359986427,2.05074992968725,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6525,0.655,0,0.0832815806381425,0.187553155828457,4.95581286684935,2.07690728230074,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.655,0.6575,0,0.0842497559518775,0.189907269306605,5.08873413368907,2.1034080760128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6575,0.66,0,0.0852295131932056,0.192292143000211,5.22529609015709,2.13025693123136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.66,0.6625,0,0.0862209945276803,0.194708191985855,5.36560021651439,2.1574585317992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6625,0.665,0,0.0872243439048025,0.197155837082851,5.50975086339068,2.18501762587973,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.665,0.6675,0,0.0882397070808036,0.199635504934248,5.65785533397651,2.21293902685541,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6675,0.67,0,0.0892672316417234,0.202147628088988,5.81002396859354,2.24122761423874,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.67,0.6725,0,0.0903070670267849,0.204692645085242,5.9663702317122,2.2698883345963,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6725,0.675,0,0.0913593645520742,0.207271000534938,6.12701080148847,2.29892620248577,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.675,0.6775,0,0.0924242774345237,0.209883145209504,6.29206566189305,2.32834630140634,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6775,0.68,0,0.0935019608162076,0.212529536126833,6.46165819750889,2.35815378476247,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.68,0.6825,0,0.0945925717889524,0.2152106366395,6.63591529107498,2.38835387684145,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6825,0.685,0,0.0956962694192651,0.217926916524241,6.81496742385646,2.41895187380469,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.685,0.6875,0,0.0968132147735831,0.220678852072711,6.99894877892393,2.44995314469316,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6875,0.69,0,0.0979435709438525,0.223466926183554,7.18799734742677,2.48136313244704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.69,0.6925,0,0.0990875030734377,0.226291628455778,7.38225503794827,2.51318735493987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6925,0.695,0,0.100245178383366,0.229153455283483,7.58186778903248,2.54543140602736,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.695,0.6975,0,0.101416766198912,0.232052909951938,7.78698568497552,2.57810095661107,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.6975,0.7,0,0.102602437976527,0.234990502735043,7.99776307497715,2.6112017557172,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7,0.7025,0,0.103802367331113,0.237966750994187,8.21435869575072,2.6447396315907,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7025,0.705,0,0.105016730063662,0.24098217927852,8.43693579769274,2.6787204928049,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.705,0.7075,0,0.106245704189237,0.244037319426674,8.66566227471625,2.71315032938693,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7075,0.71,0,0.107489469965329,0.247132710669936,8.90071079785544,2.74803521395907,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.71,0.7125,0,0.108748209920573,0.250268899736904,9.14225895275188,2.78338130289633,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7125,0.715,0,0.110022108883842,0.25344644095965,9.39048938113597,2.81919483750055,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.715,0.7175,0,0.111311354013716,0.256665896381403,9.6455899264208,2.85548214519105,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7175,0.72,0,0.11261613482833,0.259927835865782,9.90775378352885,2.89224964071231,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.72,0.7225,0,0.113936643235614,0.263232837207593,10.1771796530758,2.9295038273588,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7225,0.725,0,0.115273073563922,0.266581486245229,10.454071900039,2.96725129821714,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.725,0.7275,0,0.11662562259306,0.269974376974668,10.7386407170419,3.00549873742604,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7275,0.73,0,0.117994489585714,0.273412111665133,11.0311022923902,3.04425292145406,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.73,0.7325,0,0.119379876319287,0.27689530097639,11.3316789829996,3.08352072039563,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7325,0.735,0,0.120781987118151,0.28042456407775,11.6405994923569,3.12330909928542,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.735,0.7375,0,0.122201028886313,0.284000528768775,11.9580990536642,3.16362511943148,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7375,0.74,0,0.12363721114051,0.287623831601723,12.2844196183174,3.20447593976728,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.74,0.7425,0,0.125090746043727,0.291295118005749,12.6198100498751,3.24586881822309,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7425,0.745,0,0.126561848439156,0.295015042412902,12.9645263236804,3.28781111311681,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.745,0.7475,0,0.128050735884595,0.298784268385926,13.3188317323007,3.33031028456457,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7475,0.75,0,0.129557628687288,0.302603468747906,13.682997096956,3.37337389591153,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.75,0.7525,0,0.131082749939222,0.306473325713776,14.0573009851136,3.41700961518293,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7525,0.755,0,0.132626325552883,0.310394531023725,14.4420299344275,3.46122521655591,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.755,0.7575,0,0.134188584297474,0.31436778607852,14.8374786832121,3.50602858185222,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7575,0.76,0,0.135769757835603,0.318393802076777,15.2439504076397,3.55142770205224,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.76,0.7625,0,0.137370080760446,0.322473300154215,15.661756965861,3.59743067883059,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7625,0.765,0,0.1389897906334,0.326607011524909,16.0912191492517,3.64404572611355,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.765,0.7675,0,0.140629128022214,0.330795677624581,16.5326669409953,3.69128117165877,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7675,0.77,0,0.142288336539624,0.335040050255955,16.9864397822165,3.73914545865746,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.77,0.7725,0,0.143967662882489,0.33934089173621,17.45288684589,3.78764714735939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7725,0.775,0,0.145667356871425,0.343698975046554,17.9323673187502,3.83679491672117,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.775,0.7775,0,0.147387671490974,0.348115083983953,18.4252506914405,3.88659756607788,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7775,0.78,0,0.149128862930272,0.352590013315059,18.9319170571425,3.93706401683873,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.78,0.7825,0,0.150891190624265,0.357124568932337,19.4527574189365,3.98820331420675,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7825,0.785,0,0.152674917295445,0.361719568012467,19.9881740061486,4.04002462892312,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.785,0.7875,0,0.154480308996141,0.366375839177011,20.5385805999511,4.09253725903637,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7875,0.79,0,0.156307635151353,0.371094222655414,21.1044028684879,4.14575063169681,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.79,0.7925,0,0.158157168602142,0.375875570450341,21.6860787118049,4.1996743049766,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7925,0.795,0,0.160029185649588,0.380720746505417,22.2840586168756,4.25431796971582,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.795,0.7975,0,0.161923966099317,0.385630626875371,22.8988060230199,4.30969145139484,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.7975,0.8,0,0.163841793306609,0.390606099898652,23.5307976980197,4.36580471203355,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8,0.8025,0,0.165782954222088,0.395648066372521,24.180524125251,4.42266785211758,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8025,0.805,0,0.167747739438012,0.400757439730687,24.8484899021532,4.48029111255216,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.805,0.8075,0,0.169736443235162,0.405935146223493,25.5352141503741,4.53868487664378,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8075,0.81,0,0.17174936363034,0.411182125100722,26.2412309379308,4.59785967211033,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.81,0.8125,0,0.173786802424487,0.416499328797022,26.9670897137458,4.65782617311979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8125,0.815,0,0.175849065251424,0.421887723120032,27.7133557549191,4.71859520235822,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.815,0.8175,0,0.177936461627233,0.42734828744121,28.4806106271159,4.78017773312721,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8175,0.82,0,0.180049305000272,0.432882014889427,29.2694526584546,4.84258489147137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.82,0.8225,0,0.182187912801849,0.438489912547355,30.0804974272958,4.90582795833626,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8225,0.825,0,0.184352606497548,0.444173001650701,30.9143782643406,4.96991837175713,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.825,0.8275,0,0.18654371163923,0.449932317790308,31.7717467694645,5.03486772907904,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8275,0.83,0,0.188761557917706,0.455768911117194,32.6532733437173,5.10068778920872,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.83,0.8325,0,0.191006479216097,0.461683846550547,33.5596477369428,5.16739047489864,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8325,0.835,0,0.193278813663887,0.467678203988726,34.4915796114753,5.23498787506373,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.835,0.8375,0,0.195578903691685,0.473753078523327,35.4497991223906,5.30349224713142,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8375,0.84,0,0.197907096086693,0.479909580656327,36.4350575148016,5.37291601942511,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.84,0.8425,0,0.200263742048898,0.486148836520393,37.448127738699,5.44327179358197,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8425,0.845,0,0.202649197248003,0.492471988102356,38.4898050818619,5.51457234700516,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.845,0.8475,0,0.205063821881085,0.498880193469938,39.5609078213659,5.58683063535141,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8475,0.85,0,0.20750798073102,0.505374627001749,40.6622778942458,5.66005979505399,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.85,0.8525,0,0.209982043225654,0.511956479620624,41.7947815878741,5.73427314588203,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8525,0.855,0,0.212486383497758,0.518626959030328,42.9593102506431,5.80948419353636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.855,0.8575,0,0.215021380445751,0.525387289955698,44.1567810235481,5.88570663228269,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8575,0.86,0,0.21758741779523,0.532238714386257,45.3881375932944,5.96295434762239,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.86,0.8625,0,0.22018488416128,0.539182491823363,46.654350967561,6.04124141900164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8625,0.865,0,0.222814173111619,0.54621989953093,47.9564202730821,6.12058212255945,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.865,0.8675,0,0.225475683230547,0.553352232789794,49.2953735772173,6.200990933915,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8675,0.87,0,0.22816981818374,0.560580805155753,50.6722687337116,6.282482530995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.87,0.8725,0,0.230896986783883,0.567906948721354,52.0881942533572,6.3650717969016,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8725,0.875,0,0.233657603057159,0.575332014381475,53.5442702002989,6.44877382282147,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.875,0.8775,0,0.236452086310607,0.582857372102755,55.0416491147401,6.53360391097655,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8775,0.88,0,0.239280861200355,0.590484411196928,56.5815169628358,6.61957757761719,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.88,0.8825,0,0.242144357800738,0.59821454059813,58.1650941145743,6.70671055605826,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8825,0.885,0,0.245043011674334,0.606049189144216,59.7936363504816,6.7950187997588,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.885,0.8875,0,0.24797726394289,0.613989805862172,61.468435898001,6.88451848544588,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8875,0.89,0,0.250947561359191,0.622037860257647,63.1908224984297,6.97522601628334,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.89,0.8925,0,0.253954356379853,0.630194842608713,64.9621645053173,7.06715802508604,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8925,0.895,0,0.256998107239078,0.638462264263862,66.7838700152623,7.16033137758023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.895,0.8975,0,0.260079278023358,0.646841657944344,68.6573880320658,7.25476317571075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.8975,0.9,0,0.263198338747162,0.655334578050889,70.5842096652336,7.35047076099581,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9,0.9025,0,0.266355765429607,0.663942600974878,72.5658693638483,7.44747171792987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9025,0.905,0,0.269552040172125,0.672667325414042,74.6039461868565,7.54578387743551,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.905,0.9075,0,0.272787651237154,0.68151037269273,76.7000651108601,7.64542532036485,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9075,0.91,0,0.276063093127841,0.690473387086845,78.8558983765175,7.74641438105131,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.91,0.9125,0,0.279378866668797,0.699558036153483,81.07316687471,7.84876965091246,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9125,0.915,0,0.282735479087896,0.708766011065379,83.3536415736463,7.95250998210461,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.915,0.9175,0,0.286133444099153,0.718099026950192,85.6991449881308,8.05765449123001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9175,0.92,0,0.289573281986666,0.727558823234739,88.1115526922393,8.16422256309734,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.92,0.9225,0,0.29305551968967,0.737147163994213,90.5927948767027,8.27223385453627,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9225,0.925,0,0.296580690888693,0.746865838306496,93.1448579523166,8.38170829826695,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.925,0.9275,0,0.300149336092834,0.756716660611601,95.7697862007576,8.49266610682509,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9275,0.93,0,0.303762002728185,0.766701471076366,98.4696834742037,8.60512777654362,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.93,0.9325,0,0.307419245227408,0.776822135964417,101.246714945223,8.71911409159153,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9325,0.935,0,0.311121625120469,0.787080548011547,104.103108908412,8.83464612807098,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.935,0.9375,0,0.314869711126578,0.797478626806522,107.041158635341,8.95174525817325,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9375,0.94,0,0.318664079247303,0.808018319177452,110.063224284374,9.07043315439465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.94,0.9425,0,0.322505312860926,0.81870159958376,113.171734867006,9.19073179381303,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9425,0.945,0,0.326394002818003,0.829530470513879,116.369190272408,9.31266346242596,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.945,0.9475,0,0.330330747538201,0.840506962888704,119.658163351891,9.43625075955132,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9475,0.95,0,0.334316153108372,0.85163313647095,123.041302065099,9.56151660229133,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.95,0.9525,0,0.338350833381927,0.862911080280436,126.521331689741,9.6884842300609,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9525,0.955,0,0.342435410079497,0.874342913015442,130.101057096784,9.81717720918116,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.955,0.9575,0,0.346570512890911,0.885930783480179,133.783365093036,9.94761943753928,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9575,0.96,0,0.350756779578511,0.897676871018488,137.57122683313,10.0798351493154,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.96,0.9625,0,0.354994856081804,0.909583385953871,141.467700302988,10.2138489197775,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9625,0.965,0,0.359285396623494,0.921652570035897,145.475932876878,10.3496856701461,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.965,0.9675,0,0.363629063816889,0.933886696893151,149.599163950279,10.4873706725279,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9675,0.97,0,0.368026528774719,0.946288072492739,153.840727650787,10.6269295549219,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.97,0.9725,0,0.372478471219364,0.958859035606526,158.204055629415,10.7683883062967,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9725,0.975,0,0.376985579594537,0.971601958284136,162.692679934668,10.9117732817413,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.975,0.9775,0,0.381548551178409,0.984519246332871,167.310235971864,11.0571112076908,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9775,0.98,0,0.38616809219823,0.997613339804596,172.060465550252,11.2044291872267,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.98,0.9825,0,0.390844917946426,1.01088671348976,176.947220020532,11.3537547054538,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9825,0.985,0,0.395579752898237,1.02434187741855,181.974463505485,11.5051156349554,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.985,0.9875,0,0.400373330830868,1.03798137736948,187.146276226492,11.6585402413262,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9875,0.99,0,0.405226394944217,1.05180779538521,192.466857928794,11.8140571887859,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.99,0.9925,0,0.410139697983164,1.06582375029607,197.940531408449,11.9716955458736,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9925,0.995,0,0.415114002361474,1.08003189825109,203.571746144015,12.1314847912241,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.995,0.9975,0,0.420150080287302,1.09443493325686,209.365082036096,12.293454819428,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
0.9975,1,0,0.425248713890355,1.10903558772421,215.325253257961,12.4576359469764,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"certified_positive"
